|GLEAM J222923-285750|22 29 23.20|-28 57 50.9|       2084.546|       1841.028|       1674.276|       1610.997|        1475.742|        1356.495|        1231.373|        1226.680|        1106.014|        1011.475|         975.253|         975.616|         931.168|         863.564|         858.861|         806.901|         765.919|         725.457|         707.966|         692.017|-0.992|
|GLEAM J061430-390334|06 14 30.05|-39 03 34.2|       1873.043|       1771.635|       1528.718|       1433.834|        1392.444|        1362.525|        1231.622|        1124.943|        1073.221|        1012.195|         931.636|         950.445|         872.305|         838.659|         812.629|         781.933|         761.722|         706.886|         678.777|         653.892|-0.960|
|GLEAM J100426-212735|10 04 26.59|-21 27 35.4|       1729.187|       1632.426|       1523.410|       1393.573|        1386.202|        1212.973|        1216.162|        1157.634|        1085.417|        1012.423|         950.354|         894.832|         883.182|         819.253|         800.590|         771.853|         757.578|         723.223|         703.142|         657.030|-0.896|
|GLEAM J020851-330441|02 08 51.50|-33 04 42.0|       1631.530|       1548.474|       1488.839|       1367.871|        1295.075|        1194.562|        1175.006|        1121.237|        1053.219|        1012.576|         989.361|         960.406|         917.102|         878.098|         878.043|         864.720|         863.174|         852.990|         810.191|         762.636|-0.669|
|GLEAM J190456-390129|19 04 56.24|-39 01 30.0|       1802.414|       1432.924|       1542.284|       1530.224|        1368.215|        1310.362|        1159.665|        1178.721|        1070.967|        1012.683|         922.222|         971.611|         846.272|         820.944|         826.974|         813.371|         726.438|         730.502|         720.221|         649.383|-0.918|
|GLEAM J134546-272849|13 45 46.34|-27 28 49.3|       1719.650|       1667.112|       1458.484|       1384.122|        1372.532|        1349.631|        1173.351|        1049.297|        1077.037|        1013.144|         921.722|         852.886|         878.741|         807.967|         873.748|         731.954|         775.154|         738.744|         692.747|         691.617|-0.877|
|GLEAM J231604-282139|23 16 04.91|-28 21 39.8|       2545.095|       2128.781|       1883.166|       1610.438|        1536.634|        1450.804|        1324.429|        1224.161|        1117.934|        1013.353|        1007.152|         931.155|         909.136|         878.805|         845.253|         789.628|         797.832|         767.487|         701.913|         666.442|-1.120|
|GLEAM J113923-332707|11 39 23.11|-33 27 07.7|       1968.278|       1973.290|       1704.095|       1603.358|        1533.183|        1358.053|        1293.805|        1103.728|        1070.615|        1013.376|         948.626|         892.182|         850.434|         815.837|         767.390|         769.869|         728.419|         698.563|         670.192|         625.070|-1.093|
|GLEAM J195827-353812|19 58 27.72|-35 38 12.8|       1868.618|       1536.479|       1379.599|       1503.680|        1447.865|        1213.744|        1140.654|        1169.718|         990.007|        1013.469|         971.085|         939.550|         883.301|         850.081|         739.668|         692.497|         613.212|         596.331|         716.162|         542.250|-0.974|
|GLEAM J101355-350905|10 13 55.90|-35 09 05.1|       1586.684|       1497.057|       1450.374|       1355.995|        1242.330|        1226.842|        1081.113|        1075.390|        1098.352|        1013.551|         961.090|         939.591|         912.535|         875.580|         862.004|         836.108|         791.376|         798.947|         740.999|         705.411|-0.720|
